well_id,rows,tvt_min,tvt_max,gr_mean,gr_std
2d2d0c6b,6967,10404.27,11199.26,122.09267269120187,21.896068930426363
2d35f86d,6628,11191.34,11893.88,113.75528461102084,21.522548561722086
2d9f6cb9,8627,12200.01,12540.86,86.07296375770372,12.067718062887398
2ddad940,6812,11108.76,11713.52,88.92436304309896,18.723503478655463
2e29e833,7254,11343.75,12159.46,66.37960460490778,12.177942091732936
2e43c2ea,7349,10445.94,11203.31,124.31777666880883,25.22324146870429
2e63d9de,6505,11743.54,12554.21,96.48251866946396,19.01361805180822
2ee0235b,7256,10454.83,11193.43,83.41008749320983,15.730072843144388
2f19d536,4744,11732.93,12282.29,89.52145106737957,15.316568454327866
2f8e53c3,4133,11409.78,11956.2,68.95112772675627,15.251235287752342
2fa01aa6,3860,11948.71,12736.570000000002,87.18399236875935,19.549720102701656
2fd68f7b,6381,10078.54,10885.76,71.4103273116862,15.50770943328746
2fe023be,6060,10566.3,11461.96,84.57805867639662,17.654027734854342
30d75030,5009,10310.21,10893.27,89.16318217541223,21.237269372129916
310c71a5,6988,10401.06,11202.23,82.09799906904715,13.070015516524636
32fe84c9,8163,11430.93,12133.01,89.86380854876923,16.248264679900274
33c40295,5989,10616.48,11417.740000000002,92.89932622785474,19.67203788656824
3407f5bf,5309,10393.87,11025.52,76.29872110834118,15.747983264469827
3417285d,7458,11137.85,12210.62,69.05702461154847,13.585368489952995
347242c8,5437,11252.85,12047.18,78.21725430439074,13.63259557787369
353e5502,7901,10353.06,11201.09,109.08483091416365,19.42034330488596
357c12f9,5770,9808.64,10797.95,76.29047191272349,15.605519644146087
3584a6eb,6150,11463.46,12224.01,94.11005712219229,20.22258750765517
35b30c7f,11270,10354.33,11005.45,88.67843858665866,15.711442710330173
35b3ef6a,5736,10145.51,10799.36,83.0488529285585,14.064704782338898
367456ce,7312,10171.46,10893.35,94.49422182859507,18.524378293499865
368131f9,6568,11387.7,11914.56,110.65639491934132,21.459309556766005
368fe682,6416,10753.59,11304.63,91.46629470376685,17.44159688989405
3690a146,5761,10396.56,11209.41,81.85788759372215,18.20537793836271
37344c2a,6943,10311.97,11052.94,75.09303746178759,11.649318533809447
373ef48b,4992,10628.490000000002,11194.17,78.01615460738383,16.990364477950923
374be387,11802,9880.94,10721.320000000002,75.9112191871482,11.813492662435872
37d36812,6017,11502.47,12243.55,88.51123412812382,17.133292635660535
38991fd4,6545,10392.78,11221.52,79.40905551437189,16.39345984098607
389ae58f,8201,10898.46,11775.87,87.22197098589952,16.514949904659215
3932faa6,7388,11084.64,12058.92,85.95246133956535,24.901883528688025
398dce4b,5005,10004.59,10834.02,87.6488910271191,22.650527703002172
39b51819,6382,10266.91,10991.990000000002,91.57647943895039,22.345217797743942
3a0af893,4580,11716.0,12216.83,78.97969214746394,15.868202296151798
3a223519,6581,11877.58,12822.85,72.63971051264792,18.082599891934766
3a7dd95d,4320,11452.31,11901.73,83.801766174667,15.885973010626158
3a824aa7,5678,11671.45,12214.67,96.56967867342115,20.607779452454068
3a86fe8d,6572,10905.0,11487.2,83.89093452044087,17.70110346958817
3aaa2b30,6396,10333.81,10915.86,86.97018404018218,16.814258403039403
3ac16ad0,7412,10184.63,10985.26,113.0119453477263,21.006273232623897
3b21ea64,9103,11704.75,12439.7,49.61106884433647,21.395956301087143
3bbe1f5d,8184,10457.75,11210.68,83.10427332231737,17.03348026653202
3bfee975,5088,11697.41,12178.58,70.08553616738568,16.66544977049113
3c3dbcbc,6911,11051.240000000002,11877.65,110.30729747269254,25.21505619999821
3d96d897,7147,10635.15,11207.28,83.62086179377003,11.217794853551478
3df4b19e,6658,10634.740000000002,11388.27,97.90510274940968,18.82810448337283
3e011332,4842,10352.31,11463.240000000002,91.13856464713042,16.717254970905106
3e678ea7,8737,11854.46,12551.13,84.649854100445,13.441913586968559
3ef6372a,6666,10548.11,11425.18,93.29621177894421,18.78162388314872
3ef98781,5343,11493.91,11969.85,67.19514149513941,9.057370293097158
3f603129,6599,10462.52,11018.37,116.63889182977758,22.533908597662425
404c4384,2612,10083.09,10819.35,92.15457656385276,17.85996027381008
4121c517,5471,10078.56,10968.04,103.7644109647295,27.38518672474047
41fb0192,4381,12136.78,12601.66,69.98987590163642,10.918944041207913
42669188,6080,10807.0,11624.16,56.43870519462323,25.321439496081037
42c538a1,4762,10836.87,11318.81,91.37909467651502,20.86837767060529
43b06c70,6590,11120.93,11919.85,102.62081940047676,25.31269675279423
43c7f85a,7484,10419.02,10978.5,115.36371794179195,18.04215154410887
43e16325,5845,9949.65,11036.23,77.5172756961658,17.41894889319052
44441e54,5568,11550.85,11976.91,62.36992610733459,14.243652882683428
445af6c2,7998,10310.51,11225.990000000002,78.68755920983409,12.095456812585937
4463446c,4729,10125.76,10542.53,87.01937500741556,15.836403244351828
44a94013,6492,10422.66,10953.08,81.82775079842627,13.669866816806667
45fb3e21,5626,10516.240000000002,11477.1,81.96170123012593,18.729065189029118
460f859e,4982,10560.39,11244.820000000002,124.74882852563881,25.390706538977543
4630ab92,5307,11064.4,12027.45,91.89064558468375,22.064372479618314
463c38f2,6048,10730.92,11195.45,86.92739100443045,17.30697028187174
4654e7de,7010,10620.98,11234.02,80.0778606543213,11.032886905085256
466fc788,7767,11141.52,12024.490000000002,94.54696909024248,18.84316131539226
46a301e9,9962,10257.71,10974.4,65.77659576904423,28.648967650469782
46a7190b,5646,11973.95,12517.06,90.43164469498907,15.7709408850041
46d24a09,6123,12162.28,12779.66,82.45765406601674,16.586393250132268
46d41ff6,9226,11682.29,12078.86,95.10705896431669,15.132736761434135
46dfcfca,4921,12030.06,12526.15,88.92466219742353,18.450824302141115
47222616,5835,11775.81,12224.91,89.35935047317275,17.353328865041668
47ee27ab,8274,10512.36,11383.6,64.71709203332723,16.180460462946453
481de5fc,7694,11278.79,12074.04,82.55558826187048,18.201006357026273
48c1f673,4666,9975.04,10881.91,70.80717055618814,14.167440224107088
4936af16,5559,10294.1,10873.35,87.20340503728946,18.943013628323744
493b5b31,6884,11672.990000000002,12720.46,59.40128278671878,31.964546660432045
49dbc14c,5198,10727.95,11208.09,116.61318500326182,20.844798155081726
4a035ec2,4522,11795.22,12615.11,76.26458011231833,12.287009347117497
4a335117,6727,10144.21,11237.240000000002,117.47266041648948,23.949101862028463
4a8ecc0b,7374,11016.75,11889.01,111.5484167844514,21.11245988833018
4b462989,4738,10285.43,10982.94,75.56335324716096,12.851134603960027
4b831d20,9433,11380.6,12565.66,86.58730180326174,15.6637039572741
4c2208f5,7248,11914.89,12722.77,67.34534486210853,17.86702757374706
4c3168cf,5959,11335.04,12010.69,90.55257425194124,19.33839671864985
4c3df468,6903,10466.61,10978.56,110.41914442479424,18.891236273236075
4caa7289,6854,10692.01,11208.25,80.50327688441858,16.072558357431166
4cd1ac61,6709,10886.34,11876.44,114.58673846889415,30.061792817293192
4cecf7b3,7676,11504.09,12068.56,82.57591368401624,15.15968647635498
4ddde4c1,6417,10042.84,10967.34,111.03242354632849,22.525793122274372
4e050c92,5236,11504.78,12051.3,89.6337371005358,14.600114294620692
4ed93db6,6496,10496.88,11384.63,99.42210258790284,16.32078162833364
4f3eb9e9,5911,11140.42,11404.12,91.11292572109757,15.088629728171147
4f4ac5ce,6899,10556.01,11211.33,89.85299772434941,15.567494530815884
4f4afcc6,7184,10617.93,11198.09,80.80942950506453,11.822663245770253
4f69febf,7599,9828.42,10963.63,118.09166715319304,21.25497747206294
4fbe9c06,7938,10473.18,11213.45,80.73689469111947,13.304946353939288
504c8b08,8012,10386.37,11225.47,121.81314250047001,25.340475151290217
511e1db0,5645,10488.73,11203.89,96.55655377757033,18.492546473741882
512943b2,6681,10607.19,11365.15,101.43665112375106,23.569556436774082
5138a660,4829,11635.18,12067.51,79.65116899159204,17.759157407632404
516088b7,8300,10736.7,11478.56,80.38824154175737,15.867698700499203
521a7819,7224,10335.77,11229.79,80.34871960275304,17.10495427040629
5254b6db,5115,11232.21,12052.36,96.63503723327321,19.716088082589586
529e88ca,5253,10155.92,11032.5,120.79882765611914,25.671035821066223
52f1e77a,6053,11530.53,12047.25,76.07012861623376,13.855042338033345
5305524b,6457,10455.29,10975.83,88.59520363099564,18.398259568752483
53134831,7214,11290.4,12212.46,83.37459676349745,18.523654148908676
5397ceb1,6811,10842.46,11433.070000000002,90.11205185168278,18.17001790781498
53f23031,10200,10693.22,11413.39,81.67622587089585,14.8685553699883
543198e8,8311,10152.62,11020.64,76.85930138691282,14.967470515717984
54753541,5679,10269.13,10826.28,82.15130653903324,16.753446568068806
54a7e3c2,7893,10519.92,11176.88,114.09195201471965,21.851384635663198
5542c301,5433,10090.83,10996.4,79.93529776793468,15.94300197402896
5567d551,8390,10881.86,11429.83,84.3807992340287,13.32707090236275
55efee7f,6577,10403.5,11245.03,78.93767045900259,21.051271639193693
5663b2b7,6907,11130.5,12071.36,83.43750553269786,20.1051238066315
5693dde2,4846,11757.19,12251.38,77.33219656807482,13.616440136494054
56b00794,7293,10585.55,11032.27,74.55472792308178,12.172473753029017
57796579,7622,10342.23,11214.97,80.62424030549187,11.396629916307631
577eec7c,6085,9425.83,10094.35,79.97473246746486,15.168154548719807
57f05c51,6478,11799.51,12727.97,61.70944795692505,25.708230691339047
58850d2c,6918,11727.36,12537.14,105.1785195642434,18.57311155958392
58fa8486,6126,11268.94,12058.92,88.08415936540325,17.943089741812454
591cc951,6669,10344.490000000002,11220.12,79.56689804935398,15.013025028195432
593876b6,6366,10840.83,11385.9,96.23996529770378,15.291675184865351
59f8b2e8,5668,10800.33,11521.1,72.7224202131369,14.966681978742283
5a1a8fd8,6814,11349.13,12027.14,87.77424776790792,18.140848531858907
5a5269a9,8053,10838.75,11416.28,88.48654108872529,13.365687320521214
5a5d1982,5446,10509.58,11213.88,77.41372795402084,15.028800013568997
5a63b5d1,8052,10757.03,11513.25,79.40665604819422,13.978679144789528
5aa03df7,6752,10385.42,11358.92,91.02767132637152,16.04658021756599
5aa403d0,4702,10307.01,10991.01,75.27747184619035,15.379086737300986
5aef5c6c,4853,10553.83,11335.21,86.60343591460862,17.40719669890807
5b7b6324,8197,12026.58,12555.81,80.69876379573024,13.90286267474272
5bd25f59,6120,9836.96,10805.7,70.43671628660961,16.996958850109202
5beded95,4779,10654.67,11412.89,84.33494521082685,19.808105080539406
5cb483ac,5206,11524.570000000002,12010.59,91.2472406565446,16.43288012078045
5cdd8dbc,5751,10484.9,11226.44,124.44705679520342,27.460048835002272
5d11dfb5,7643,11395.990000000002,12241.4,90.75909415808543,17.937609838655472
5d7198fd,4797,11984.38,12248.28,81.0612016440597,13.977326117120462
5def1ce5,7997,10621.05,11200.01,79.470807435272,11.310375721199273
5eae34a8,6652,10182.15,10911.08,84.1045357310821,15.051711003160495
5f4d2a52,7112,10070.48,10959.12,91.94730959651064,28.20688354415839
5f6756c5,8064,11252.23,12238.22,87.8824568666737,16.358565554380807
5f75f796,7324,11912.48,12791.35,77.44064798339109,14.613826733748901
5fb1c15f,4857,10209.59,11035.320000000002,82.7363662323627,18.21049529029435
5fffa282,6223,10528.54,11438.39,89.29823992661389,22.613681960339864
60e37807,4641,10502.29,11465.15,87.08743077138412,18.26546714949306
61f27424,8341,11031.88,12151.05,73.10880039233676,15.832679351245227
62569ae3,5242,11282.65,11957.06,66.14062586855525,16.037307606320468
62a6f539,5253,10549.13,11204.73,121.23129150287299,28.170139780730715
633774dc,7972,10388.67,11184.86,112.00780046570515,23.65430644714934
63559d57,5810,11481.820000000002,12149.61,63.088363263568375,15.614173109048489
647f2a41,5836,11021.570000000002,11901.86,100.99713605259467,19.27046131024034
65156b96,5046,10227.04,11056.320000000002,71.91277822524418,12.18908437945744
653612bc,5946,11535.66,11965.28,60.821997483590735,8.310508488477765
656a067b,4896,10165.1,11041.2,118.49144441656846,24.690933778943506
65a5466a,6117,10328.45,10871.77,70.00209558165156,13.461190055057314
660d9546,6140,11566.15,12012.79,83.05290611409787,14.38297662507731
6767c111,8354,10354.84,11079.820000000002,114.69279705840711,26.311054402386812
67847288,9174,11768.42,12542.05,84.71658080298967,14.645238001966899
67a8da4a,6645,11941.87,12692.63,90.43378529712932,14.990354040337351
684a6fc1,11449,10222.76,10967.05,92.04476746772352,18.594980519056293
698930d1,6498,10188.19,11059.85,120.8276686258948,22.783186363904207
699ea575,5474,11536.42,12010.77,87.01441811934559,16.39775872351378
69c1bdad,4645,10679.47,11435.45,84.26378484835256,19.700318275478036
69e41fa6,7167,11563.78,12055.75,70.06186431818404,13.091813536907642
6a0ff78e,7890,10701.34,11231.58,82.34373541489947,11.879189899121146
6a8fa194,4657,11311.15,12004.7,96.53844499368874,17.23179954352082
6ae68655,5948,11387.98,12133.59,67.64828575907161,11.232656742633745
6d1d74e1,7316,10528.14,10978.17,115.70196705712786,19.660662476621788
6d590e26,7842,10579.070000000002,11395.89,93.94849967965925,19.61483968582762
6d6d93af,5305,10941.95,11542.75,78.65680780984299,18.1814294769218
6dbe4b60,6673,10619.070000000002,11413.19,89.9446842226008,14.668522927893733
6e6d122c,7083,11729.03,12285.7,82.61465494559913,14.179976441574906
6e9ccd38,9619,10372.05,10714.42,81.8101252951723,15.68082580016466
6ea22614,7894,9943.52,10877.59,88.73063055176641,18.573300614668867
6ede926a,6621,10540.38,11220.31,83.03588117610005,14.722780800108007
708caea9,8482,10130.12,11064.740000000002,116.57722359245605,24.27854618061394
70925e23,8072,11723.79,12710.42,90.42252841421798,18.243313727580535
70e1788b,11338,9729.56,10687.4,77.88152823906734,15.469248129522894
71642c7d,6657,11842.8,12846.06,80.54279835169898,15.63352381155458
71ccf778,4623,11110.77,11989.7,88.20717077707019,16.00544099744011
7224331b,7566,11644.240000000002,12182.2,93.6121847038625,17.14001385246785
722cf0d8,7275,9929.03,10954.29,112.0444263389022,22.05325107590386
7256229b,6972,10155.56,10911.490000000002,87.33826940465732,16.687617327522936
726f3dc2,8619,10594.28,11446.19,86.4287100385626,19.206640990021057
7271dd80,5765,10108.45,11000.93,95.43566358204056,17.739656378235033
727a3a10,6342,11911.73,12763.92,89.02099666567071,17.591830228671267
729665c0,5775,11293.51,11873.51,106.79635254741247,21.541313052667196
729e9750,7427,10401.990000000002,10975.55,111.39336875012188,19.649302909613727
729f4217,7592,10745.91,11224.85,84.40012631227937,15.626394871016132
72dd8501,6928,11250.13,12026.64,90.63901309733649,19.204549326192776
73348914,5686,12396.4,12762.13,84.70065142728056,13.571330706733875
739a914f,7319,10480.320000000002,11392.97,99.25640705090295,23.734517391437354
73b1447d,7522,11412.63,12321.54,88.54929087800686,21.41316303584948
74b6186b,5148,9994.59,10811.6,94.2552093010598,19.398828814344654
75c20ec7,7205,11359.35,12238.48,91.58450359427978,18.338715640542283
75cd5f11,6410,10625.05,11224.55,82.12173251514993,12.847689167954103
75d20a82,7002,11065.12,12071.73,85.31164833918399,20.75661858295192
76201745,5858,10179.65,10630.38,40.82816513029984,20.776331061896414
764072a5,4594,10470.22,11190.4,81.9993480852801,15.42787797077501
77b0d905,5923,11478.3,12225.55,90.16059434045326,16.046078725904522
77e4821c,6540,10687.02,11224.14,120.4563976706453,25.00736381312084
7850c72e,7712,11817.75,12893.89,96.94227087196218,19.56997037172735
78a4a386,6246,11221.54,11380.47,64.14562031819649,10.587912020033862
79507629,7320,11516.81,12560.5,84.44993147638515,14.04312314829115
796dbd4c,8069,9995.66,10907.17,88.18501461967988,17.819911180059428
7987f2f2,5714,11340.93,12235.41,82.41143837236709,16.89583011677235
7993a768,7047,11439.17,12172.3,69.48035682424812,11.413382517869367
7a5660b0,6936,11839.68,12735.01,75.78263577481037,10.488121884380885
7acda2df,4552,10739.79,11210.77,116.99784061105443,21.937881627515022
7b2c7b3c,4231,10882.28,11429.41,91.65382693422966,15.996574822812542
7b38844c,5197,11554.68,12054.47,84.92401074168714,13.486622691777756
7bb17b96,5295,11548.43,12040.35,90.80665434758795,17.462603044432193
7c607683,7001,10348.44,11226.97,82.27589334363131,15.983393923358227
7cbbd047,6790,11277.63,12036.96,90.89398336466178,18.719137855533983
7cd4bb31,7959,10673.67,11206.92,78.79843739551876,13.25596111861643
7d50373e,6494,10690.63,11226.8,81.03230984339791,14.07625690914895
7d57c75d,6147,10083.46,10832.71,76.11496576202249,29.825973344649228
7e208414,5732,11526.62,12034.5,91.21153493767763,14.053611861899133
7e721392,8301,10567.14,11516.37,77.3724219045783,16.596810076360626
7ff89f8f,9539,9631.19,10709.4,84.69276495112838,16.526314450748774
8050c789,4940,11448.16,12295.98,85.55047606639106,16.659303188985454
807f0298,5499,10413.4,11061.4,118.24801293206902,23.46196681444969
811f52b3,6674,10349.39,11228.17,83.9842182576103,12.293669942666526
81bf5923,6386,11957.64,12788.35,92.26817134542799,18.010193546916497
81fc01c6,7655,9969.61,10834.36,91.22676064488564,14.971272769976183
8255c867,5338,10267.36,11193.2,124.63785992406798,23.35610835000717
82aab6d2,7889,11383.03,12173.55,77.79139688941544,16.688967023341345
82fcf37c,7397,10498.93,10968.62,111.24172115056115,17.95192435292382
833af382,5377,10404.69,11176.0,125.60993032657775,26.47096268950409
8382f4b6,6680,10900.71,11427.89,93.39690078676209,20.458597375168626
84633df4,6719,10026.76,10883.27,89.4541164491406,19.7159742147185
8478df29,6698,10096.72,10928.93,88.60878578072138,20.125819950637787
84815d5a,5286,11061.2,11976.68,70.69323485144825,19.170604477097818
84c3b497,6887,10984.68,11564.05,68.63839485300578,23.473665519299868
85380836,8175,10580.45,11218.02,84.4155134133316,15.155910318805962
8612b37f,6807,11245.64,11919.36,110.29133443264664,19.70642021837586
861e71df,6284,10495.53,11398.37,103.6546549764199,25.007948644833174
86454a6f,9100,12057.48,12274.63,81.95957813595669,15.312852807035087
8648abae,6086,11095.58,12028.46,91.07909749896248,17.93092464527475
865033f8,5303,10414.46,11202.15,126.58461596437584,26.691239962708444
87695469,8654,9267.54,10109.36,74.02699705431937,14.655194580132703
877ed19c,5631,10578.88,11367.01,93.6351612528405,17.667344391084065
87aa3730,7293,10624.09,11224.7,79.15175001170213,13.89717797827722
884ecb5f,8054,10636.75,11213.88,81.86517619666296,11.902653939776078
8902c3f6,6533,10203.31,10784.39,83.56500648939884,16.766702656000707
896d15b9,5698,11475.54,11990.84,81.58249934102363,22.672177114762015
